"","doc_id","negative","positive","neg_positive","neg_negative"
"997","text997",0,0,0,0
"998","text998",0,1,0,0
"999","text999",0,0,0,0
"1000","text1000",0,2,0,0
"1001","text1001",0,1,0,0
"1002","text1002",0,0,0,0
"1003","text1003",1,0,0,0
"1004","text1004",0,0,0,0
"1005","text1005",0,1,0,0
"1006","text1006",0,0,0,0
"1007","text1007",0,0,0,0
"1008","text1008",2,1,0,0
"1009","text1009",0,0,0,0
"1010","text1010",0,3,0,0
"1011","text1011",0,0,0,0
"1012","text1012",0,0,0,0
"1013","text1013",0,0,0,0
"1014","text1014",0,0,0,0
"1015","text1015",0,1,0,0
"1016","text1016",0,0,0,0
"1017","text1017",0,2,0,0
"1018","text1018",0,0,0,0
"1019","text1019",0,0,0,0
"1020","text1020",0,0,0,0
"1021","text1021",0,0,0,0
"1022","text1022",0,0,0,0
"1023","text1023",0,0,0,0
"1024","text1024",1,0,0,0
"1025","text1025",0,0,0,0
"1026","text1026",0,1,0,0
"1027","text1027",0,0,0,0
"1028","text1028",0,1,0,0
"1029","text1029",0,0,0,0
"1030","text1030",0,0,0,0
"1031","text1031",0,1,0,0
"1032","text1032",0,1,0,0
"1033","text1033",0,0,0,0
"1034","text1034",0,0,0,0
"1035","text1035",1,0,0,0
"1036","text1036",0,0,0,0
"1037","text1037",0,0,0,0
"1038","text1038",0,0,0,0
"1039","text1039",0,1,0,0
"1040","text1040",1,0,0,0
"1041","text1041",1,0,0,0
"1042","text1042",2,0,0,0
"1043","text1043",3,0,0,0
"1044","text1044",0,0,0,0
"1045","text1045",0,1,0,0
"1046","text1046",1,1,0,0
"1047","text1047",0,1,0,0
"1048","text1048",1,1,0,0
"1049","text1049",1,1,0,0
"1050","text1050",0,2,0,0
"1051","text1051",2,1,0,0
"1052","text1052",0,0,0,0
"1053","text1053",0,0,0,0
"1054","text1054",0,2,0,0
"1055","text1055",2,1,0,0
"1056","text1056",1,0,0,0
"1057","text1057",1,1,0,0
"1058","text1058",0,3,1,0
"1059","text1059",1,0,0,0
"1060","text1060",0,1,0,0
"1061","text1061",1,0,0,0
"1062","text1062",1,0,0,0
"1063","text1063",0,0,0,0
"1064","text1064",1,0,0,0
"1065","text1065",0,0,0,0
"1066","text1066",0,0,0,0
"1067","text1067",1,0,0,0
"1068","text1068",0,0,0,0
"1069","text1069",1,0,0,0
"1070","text1070",0,1,0,0
"1071","text1071",1,0,0,0
"1072","text1072",0,1,0,0
"1073","text1073",1,0,0,0
"1074","text1074",3,3,0,0
"1075","text1075",0,1,0,0
"1076","text1076",2,0,0,0
"1077","text1077",1,0,0,0
"1078","text1078",1,0,0,0
"1079","text1079",0,2,0,0
"1080","text1080",0,0,0,0
"1081","text1081",2,1,1,0
"1082","text1082",0,1,0,0
"1083","text1083",0,1,0,0
"1084","text1084",0,0,0,0
"1085","text1085",1,0,0,0
"1086","text1086",2,1,0,0
"1087","text1087",1,1,0,0
"1088","text1088",2,2,0,0
"1089","text1089",0,1,0,0
"1090","text1090",0,0,0,0
"1091","text1091",0,0,0,0
"1092","text1092",0,0,0,0
"1093","text1093",1,0,0,0
"1094","text1094",0,0,0,0
"1095","text1095",1,1,0,0
"1096","text1096",1,0,0,0
"1097","text1097",1,0,0,0
"1098","text1098",0,0,0,0
"1099","text1099",0,2,0,0
"1100","text1100",0,0,0,0
"1101","text1101",0,0,0,0
"1102","text1102",0,1,0,0
"1103","text1103",0,1,0,0
"1104","text1104",1,0,0,0
"1105","text1105",3,0,0,0
"1106","text1106",2,0,0,0
"1107","text1107",0,2,0,0
"1108","text1108",0,1,0,0
"1109","text1109",0,1,0,0
"1110","text1110",0,0,0,0
"1111","text1111",0,3,0,0
"1112","text1112",0,0,0,0
"1113","text1113",0,2,0,0
"1114","text1114",0,1,0,0
"1115","text1115",0,0,0,0
"1116","text1116",1,0,0,0
"1117","text1117",0,0,0,0
"1118","text1118",0,0,0,0
"1119","text1119",1,0,0,0
"1120","text1120",0,0,0,0
"1121","text1121",0,0,0,0
"1122","text1122",1,0,0,0
"1123","text1123",1,0,0,0
"1124","text1124",1,1,0,0
"1125","text1125",0,1,0,0
"1126","text1126",0,0,0,0
"1127","text1127",0,0,0,0
"1128","text1128",1,0,0,0
"1129","text1129",1,0,0,0
"1130","text1130",3,0,0,0
"1131","text1131",1,0,0,0
"1132","text1132",0,0,0,0
"1133","text1133",0,0,0,0
"1134","text1134",0,0,0,0
"1135","text1135",1,0,0,0
"1136","text1136",0,0,0,0
"1137","text1137",0,1,0,0
"1138","text1138",1,0,0,0
"1139","text1139",3,0,0,0
"1140","text1140",2,0,0,0
"1141","text1141",0,1,0,0
"1142","text1142",1,0,0,0
"1143","text1143",2,0,0,0
"1144","text1144",0,1,0,0
"1145","text1145",1,1,0,0
"1146","text1146",1,0,0,0
"1147","text1147",2,0,0,0
"1148","text1148",0,1,0,0
"1149","text1149",1,0,0,0
"1150","text1150",1,0,0,0
"1151","text1151",2,0,0,0
"1152","text1152",2,0,0,0
"1153","text1153",0,1,0,0
"1154","text1154",2,1,0,0
"1155","text1155",2,0,0,0
"1156","text1156",0,0,0,0
"1157","text1157",0,1,0,0
"1158","text1158",2,0,0,0
"1159","text1159",0,0,0,0
"1160","text1160",1,0,0,0
"1161","text1161",0,2,0,0
"1162","text1162",1,0,0,0
"1163","text1163",1,0,0,0
"1164","text1164",0,1,0,0
"1165","text1165",0,0,0,0
"1166","text1166",0,0,0,0
"1167","text1167",0,0,0,0
"1168","text1168",0,0,0,0
"1169","text1169",0,1,0,0
"1170","text1170",1,1,0,0
"1171","text1171",4,1,0,0
"1172","text1172",3,0,0,0
"1173","text1173",0,1,0,0
"1174","text1174",1,0,0,0
"1175","text1175",0,0,0,0
"1176","text1176",0,0,0,0
"1177","text1177",0,0,0,0
"1178","text1178",1,0,0,0
"1179","text1179",0,1,0,0
"1180","text1180",0,1,0,0
"1181","text1181",1,1,0,0
"1182","text1182",0,0,0,0
"1183","text1183",0,0,0,0
"1184","text1184",1,0,0,0
"1185","text1185",0,0,0,0
"1186","text1186",0,0,0,0
"1187","text1187",0,0,0,0
"1188","text1188",0,0,0,0
"1189","text1189",1,0,0,0
"1190","text1190",0,0,0,0
"1191","text1191",0,1,0,0
"1192","text1192",0,0,0,0
"1193","text1193",0,0,0,0
"1194","text1194",0,0,0,0
"1195","text1195",0,1,0,0
"1196","text1196",0,0,0,0
"1197","text1197",0,0,0,0
"1198","text1198",1,0,0,0
"1199","text1199",0,0,0,0
"1200","text1200",2,0,0,0
"1201","text1201",0,1,0,0
"1202","text1202",0,1,0,0
"1203","text1203",0,1,0,0
"1204","text1204",0,0,0,0
"1205","text1205",0,0,0,0
"1206","text1206",0,2,0,0
"1207","text1207",0,0,0,0
"1208","text1208",0,2,0,0
"1209","text1209",0,0,0,0
"1210","text1210",0,0,0,0
"1211","text1211",0,0,0,0
"1212","text1212",0,0,0,0
"1213","text1213",0,0,0,0
"1214","text1214",0,0,0,0
"1215","text1215",2,0,0,0
"1216","text1216",0,0,0,0
"1217","text1217",0,0,0,0
"1218","text1218",0,0,0,0
"1219","text1219",0,2,0,0
"1220","text1220",0,0,0,0
"1221","text1221",0,1,0,0
"1222","text1222",2,0,0,0
"1223","text1223",0,0,0,0
"1224","text1224",1,0,0,0
"1225","text1225",0,0,0,0
"1226","text1226",1,0,0,0
"1227","text1227",1,0,0,0
"1228","text1228",0,1,0,0
"1229","text1229",0,1,0,0
"1230","text1230",1,0,0,0
"1231","text1231",1,0,0,0
"1232","text1232",0,1,0,0
"1233","text1233",1,0,0,0
"1234","text1234",1,0,0,0
"1235","text1235",0,1,0,0
"1236","text1236",2,0,0,0
"1237","text1237",1,0,0,0
"1238","text1238",0,0,0,0
"1239","text1239",2,0,0,0
"1240","text1240",1,0,0,0
"1241","text1241",0,0,0,0
"1242","text1242",0,0,0,0
"1243","text1243",0,0,0,0
"1244","text1244",0,1,0,0
"1245","text1245",0,0,0,0
"1246","text1246",0,2,0,0
"1247","text1247",1,0,0,0
"1248","text1248",0,1,0,0
"1249","text1249",0,1,0,0
"1250","text1250",0,0,0,0
"1251","text1251",0,0,0,0
"1252","text1252",0,0,0,0
"1253","text1253",1,0,0,0
"1254","text1254",0,0,0,0
"1255","text1255",2,0,0,0
"1256","text1256",1,1,0,0
"1257","text1257",0,0,0,0
"1258","text1258",2,0,0,0
"1259","text1259",0,1,0,0
"1260","text1260",0,1,0,0
"1261","text1261",0,1,0,0
"1262","text1262",0,1,0,0
"1263","text1263",2,1,0,0
"1264","text1264",0,1,0,0
"1265","text1265",0,0,0,0
"1266","text1266",0,1,0,0
"1267","text1267",0,0,0,0
"1268","text1268",0,0,0,0
"1269","text1269",1,0,0,0
"1270","text1270",0,0,0,0
"1271","text1271",0,1,0,0
"1272","text1272",1,0,0,0
"1273","text1273",0,1,0,0
"1274","text1274",1,0,0,0
"1275","text1275",0,0,0,0
"1276","text1276",0,0,0,0
"1277","text1277",0,0,0,0
"1278","text1278",0,0,0,0
"1279","text1279",0,0,0,0
"1280","text1280",0,1,0,0
"1281","text1281",2,0,0,0
"1282","text1282",0,0,0,0
"1283","text1283",0,0,0,0
"1284","text1284",0,0,0,0
"1285","text1285",0,0,0,0
"1286","text1286",2,0,0,0
"1287","text1287",1,0,0,0
"1288","text1288",0,0,0,0
"1289","text1289",0,1,0,0
"1290","text1290",2,0,0,0
"1291","text1291",0,0,0,0
"1292","text1292",0,2,0,0
"1293","text1293",0,1,0,0
"1294","text1294",0,0,0,0
"1295","text1295",0,2,0,0
"1296","text1296",0,0,0,0
"1297","text1297",0,0,0,0
"1298","text1298",0,0,0,0
"1299","text1299",0,2,0,0
"1300","text1300",0,0,0,0
"1301","text1301",1,0,0,0
"1302","text1302",0,0,0,0
"1303","text1303",0,0,0,0
"1304","text1304",0,1,0,0
"1305","text1305",2,0,0,0
"1306","text1306",0,2,0,0
"1307","text1307",0,3,0,0
"1308","text1308",0,0,0,0
"1309","text1309",0,1,0,0
"1310","text1310",2,0,0,0
"1311","text1311",0,1,0,0
"1312","text1312",0,1,1,0
"1313","text1313",0,0,0,0
"1314","text1314",1,0,0,0
"1315","text1315",0,0,0,0
"1316","text1316",0,0,0,0
"1317","text1317",0,1,0,0
"1318","text1318",0,2,0,0
"1319","text1319",0,0,0,0
"1320","text1320",2,0,0,0
"1321","text1321",0,0,0,0
"1322","text1322",1,1,0,0
"1323","text1323",1,1,0,0
"1324","text1324",0,1,0,0
"1325","text1325",0,0,0,0
"1326","text1326",0,1,0,0
"1327","text1327",0,1,0,0
"1328","text1328",1,0,0,0
"1329","text1329",0,1,0,0
"1330","text1330",0,1,0,0
"1331","text1331",2,0,0,0
"1332","text1332",1,1,0,0
"1333","text1333",0,0,0,0
"1334","text1334",0,0,0,0
"1335","text1335",0,0,0,0
"1336","text1336",1,0,0,0
"1337","text1337",0,1,0,0
"1338","text1338",0,1,0,0
"1339","text1339",1,0,0,0
"1340","text1340",0,1,0,0
"1341","text1341",0,0,0,0
"1342","text1342",1,0,0,0
"1343","text1343",1,0,0,0
"1344","text1344",2,0,0,0
"1345","text1345",0,0,0,0
"1346","text1346",2,0,0,0
"1347","text1347",0,0,0,0
"1348","text1348",0,1,0,0
"1349","text1349",0,0,0,0
"1350","text1350",0,0,0,0
"1351","text1351",0,0,0,0
"1352","text1352",0,2,0,0
"1353","text1353",0,0,0,0
"1354","text1354",0,1,0,0
"1355","text1355",1,0,0,0
"1356","text1356",0,0,0,0
"1357","text1357",1,0,0,0
"1358","text1358",0,0,0,0
"1359","text1359",2,0,0,0
"1360","text1360",0,1,0,0
"1361","text1361",0,0,0,0
"1362","text1362",0,0,0,0
"1363","text1363",0,0,0,0
"1364","text1364",0,0,0,0
"1365","text1365",0,0,0,0
"1366","text1366",1,0,0,0
"1367","text1367",0,0,0,0
"1368","text1368",0,1,0,0
"1369","text1369",0,0,0,0
"1370","text1370",1,0,0,0
"1371","text1371",2,0,0,0
"1372","text1372",0,0,0,0
"1373","text1373",0,0,0,0
"1374","text1374",0,1,0,0
"1375","text1375",1,1,0,0
"1376","text1376",0,0,0,0
"1377","text1377",0,2,0,0
"1378","text1378",1,0,0,0
"1379","text1379",1,0,0,0
"1380","text1380",0,1,0,0
"1381","text1381",0,0,0,0
"1382","text1382",0,0,0,0
"1383","text1383",0,0,0,0
"1384","text1384",1,1,0,0
"1385","text1385",0,1,0,0
"1386","text1386",0,0,0,0
"1387","text1387",0,1,0,0
"1388","text1388",0,0,0,0
"1389","text1389",1,1,0,0
"1390","text1390",0,0,0,0
"1391","text1391",0,0,0,0
"1392","text1392",0,0,0,0
"1393","text1393",0,1,0,0
"1394","text1394",0,0,0,0
"1395","text1395",0,0,0,0
"1396","text1396",0,0,0,0
"1397","text1397",0,1,0,0
"1398","text1398",1,0,0,0
"1399","text1399",1,0,0,0
"1400","text1400",0,0,0,0
"1401","text1401",0,0,0,0
"1402","text1402",0,1,0,0
"1403","text1403",0,0,0,0
"1404","text1404",0,1,0,0
"1405","text1405",0,0,0,0
"1406","text1406",0,0,0,0
"1407","text1407",0,0,0,0
"1408","text1408",0,0,0,0
"1409","text1409",0,0,0,0
"1410","text1410",0,0,0,0
"1411","text1411",0,1,0,0
"1412","text1412",0,0,0,0
"1413","text1413",0,0,0,0
"1414","text1414",0,0,0,0
"1415","text1415",0,0,0,0
"1416","text1416",0,0,0,0
"1417","text1417",0,1,0,0
"1418","text1418",1,0,0,0
"1419","text1419",1,0,0,0
"1420","text1420",0,1,0,0
"1421","text1421",0,0,0,0
"1422","text1422",0,1,0,0
"1423","text1423",0,0,0,0
"1424","text1424",0,0,0,0
"1425","text1425",0,0,0,0
"1426","text1426",1,0,0,0
"1427","text1427",2,0,0,0
"1428","text1428",0,1,0,0
"1429","text1429",1,1,0,0
"1430","text1430",0,1,0,0
"1431","text1431",1,0,0,0
"1432","text1432",0,0,0,0
"1433","text1433",0,0,0,0
"1434","text1434",1,0,0,0
"1435","text1435",1,0,0,0
"1436","text1436",0,1,0,0
"1437","text1437",0,1,0,0
"1438","text1438",0,0,0,0
"1439","text1439",0,1,0,0
"1440","text1440",0,0,0,0
"1441","text1441",0,0,0,0
"1442","text1442",0,0,0,0
"1443","text1443",0,0,0,0
"1444","text1444",0,2,0,0
"1445","text1445",0,0,0,0
"1446","text1446",0,3,0,0
"1447","text1447",0,1,0,0
"1448","text1448",1,0,0,0
"1449","text1449",0,0,0,0
"1450","text1450",1,1,0,0
"1451","text1451",0,0,0,0
"1452","text1452",1,0,0,0
"1453","text1453",0,0,0,0
"1454","text1454",0,0,0,0
"1455","text1455",2,0,0,0
"1456","text1456",0,2,0,0
"1457","text1457",0,1,0,0
"1458","text1458",1,0,0,0
"1459","text1459",1,0,0,0
"1460","text1460",2,0,0,0
"1461","text1461",0,0,0,0
"1462","text1462",0,1,0,0
"1463","text1463",0,0,0,0
"1464","text1464",0,0,0,0
"1465","text1465",0,0,0,0
"1466","text1466",2,0,0,0
"1467","text1467",0,0,0,0
"1468","text1468",0,0,0,0
"1469","text1469",1,1,0,0
"1470","text1470",1,0,0,0
"1471","text1471",0,0,0,0
"1472","text1472",1,0,0,0
"1473","text1473",0,0,0,0
"1474","text1474",1,0,0,0
"1475","text1475",1,0,0,0
"1476","text1476",1,0,0,0
"1477","text1477",0,0,0,0
"1478","text1478",1,0,0,0
"1479","text1479",0,1,0,0
"1480","text1480",0,1,0,0
"1481","text1481",0,2,0,0
"1482","text1482",0,2,0,0
"1483","text1483",0,0,0,0
"1484","text1484",1,0,0,0
"1485","text1485",1,0,0,0
"1486","text1486",2,0,0,0
"1487","text1487",2,0,0,0
"1488","text1488",1,0,0,0
"1489","text1489",0,2,0,0
"1490","text1490",0,0,0,0
"1491","text1491",0,0,0,0
"1492","text1492",0,0,0,0
"1493","text1493",1,1,0,0
"1494","text1494",1,0,0,0
"1495","text1495",0,0,0,0
"1496","text1496",0,0,0,0
"1497","text1497",0,0,0,0
"1498","text1498",0,1,0,0
"1499","text1499",0,0,0,0
"1500","text1500",2,0,0,0
"1501","text1501",2,0,0,0
"1502","text1502",2,0,0,0
"1503","text1503",0,1,0,0
"1504","text1504",1,0,0,0
"1505","text1505",0,1,0,0
"1506","text1506",0,0,0,0
"1507","text1507",0,1,0,0
"1508","text1508",0,2,0,0
"1509","text1509",1,0,0,0
"1510","text1510",0,0,0,0
"1511","text1511",0,0,0,0
"1512","text1512",0,1,0,0
"1513","text1513",1,1,0,0
"1514","text1514",0,3,0,0
"1515","text1515",1,1,0,0
"1516","text1516",3,0,0,0
"1517","text1517",0,1,0,0
"1518","text1518",0,0,0,0
"1519","text1519",0,1,0,0
"1520","text1520",1,1,0,0
"1521","text1521",0,3,0,0
"1522","text1522",0,1,0,0
"1523","text1523",0,1,0,0
"1524","text1524",1,0,0,0
"1525","text1525",0,1,0,0
"1526","text1526",0,1,0,0
"1527","text1527",1,1,0,0
"1528","text1528",0,0,0,0
"1529","text1529",1,0,0,0
"1530","text1530",0,1,0,0
"1531","text1531",0,0,0,0
"1532","text1532",0,1,0,0
"1533","text1533",0,0,0,0
"1534","text1534",3,0,0,0
"1535","text1535",0,1,0,0
"1536","text1536",0,0,0,0
"1537","text1537",1,1,0,0
"1538","text1538",1,1,0,0
"1539","text1539",1,0,0,0
"1540","text1540",1,1,0,0
"1541","text1541",1,0,0,0
"1542","text1542",0,0,0,0
"1543","text1543",1,0,0,0
"1544","text1544",0,0,0,0
"1545","text1545",0,0,0,0
"1546","text1546",2,0,0,0
"1547","text1547",1,0,0,0
"1548","text1548",0,1,0,0
"1549","text1549",0,0,0,0
"1550","text1550",0,1,0,0
"1551","text1551",0,1,0,0
"1552","text1552",0,0,0,0
"1553","text1553",2,0,0,0
"1554","text1554",1,0,0,0
"1555","text1555",1,1,0,0
"1556","text1556",0,1,0,0
"1557","text1557",0,0,0,0
"1558","text1558",0,1,0,0
"1559","text1559",0,0,0,0
"1560","text1560",0,0,0,0
"1561","text1561",1,0,0,0
"1562","text1562",0,0,0,0
"1563","text1563",0,1,0,0
"1564","text1564",0,0,0,0
"1565","text1565",0,1,0,0
"1566","text1566",0,1,0,0
"1567","text1567",1,0,0,0
"1568","text1568",0,1,0,0
"1569","text1569",0,1,0,0
"1570","text1570",0,1,0,0
"1571","text1571",0,0,0,0
"1572","text1572",0,0,0,0
"1573","text1573",0,0,0,0
"1574","text1574",1,0,0,0
"1575","text1575",1,0,0,0
"1576","text1576",1,0,0,0
"1577","text1577",0,1,0,0
"1578","text1578",0,0,0,0
"1579","text1579",2,0,0,0
"1580","text1580",0,1,0,0
"1581","text1581",0,0,0,0
"1582","text1582",0,1,0,0
"1583","text1583",0,1,0,0
"1584","text1584",2,0,0,0
"1585","text1585",0,1,0,0
"1586","text1586",1,0,0,0
"1587","text1587",0,1,0,0
"1588","text1588",0,0,0,0
"1589","text1589",1,0,0,0
"1590","text1590",1,0,0,0
"1591","text1591",0,0,0,0
"1592","text1592",0,0,0,0
"1593","text1593",1,1,0,0
"1594","text1594",1,0,0,0
"1595","text1595",3,0,0,0
"1596","text1596",0,1,0,0
"1597","text1597",2,0,0,0
"1598","text1598",0,1,0,0
"1599","text1599",2,0,0,0
"1600","text1600",0,1,0,0
"1601","text1601",2,0,0,0
"1602","text1602",0,0,0,0
"1603","text1603",0,0,0,0
"1604","text1604",0,1,0,0
"1605","text1605",1,0,0,0
"1606","text1606",1,0,0,0
"1607","text1607",1,0,0,0
"1608","text1608",1,0,0,0
"1609","text1609",0,1,0,0
"1610","text1610",1,0,0,0
"1611","text1611",1,2,0,0
"1612","text1612",1,0,0,0
"1613","text1613",0,1,0,0
"1614","text1614",0,0,0,0
"1615","text1615",0,1,0,0
"1616","text1616",0,0,0,0
"1617","text1617",0,0,0,0
"1618","text1618",1,0,0,0
"1619","text1619",0,0,0,0
"1620","text1620",1,0,0,0
"1621","text1621",0,0,0,0
"1622","text1622",1,0,0,0
"1623","text1623",0,0,0,0
"1624","text1624",0,1,0,0
"1625","text1625",3,0,0,0
"1626","text1626",0,4,0,0
"1627","text1627",0,0,0,0
"1628","text1628",0,0,0,0
"1629","text1629",1,0,0,0
"1630","text1630",0,0,0,0
"1631","text1631",0,0,0,0
"1632","text1632",1,1,0,0
"1633","text1633",0,1,0,0
"1634","text1634",1,0,0,0
"1635","text1635",0,0,0,0
"1636","text1636",0,0,0,0
"1637","text1637",1,2,0,0
"1638","text1638",0,0,0,0
"1639","text1639",2,0,0,0
"1640","text1640",0,1,0,0
"1641","text1641",0,1,0,0
"1642","text1642",0,0,0,0
"1643","text1643",0,0,0,0
"1644","text1644",0,1,0,0
"1645","text1645",0,1,0,0
"1646","text1646",0,3,0,0
"1647","text1647",0,0,0,0
"1648","text1648",1,0,0,0
"1649","text1649",0,0,0,0
"1650","text1650",0,1,0,0
"1651","text1651",0,0,0,0
"1652","text1652",0,0,0,0
"1653","text1653",1,0,0,0
"1654","text1654",0,0,0,0
"1655","text1655",0,0,0,0
"1656","text1656",2,0,0,0
"1657","text1657",0,1,0,0
"1658","text1658",1,1,0,0
"1659","text1659",0,0,0,0
"1660","text1660",0,3,0,0
"1661","text1661",1,0,0,0
"1662","text1662",1,1,0,0
"1663","text1663",0,0,0,0
"1664","text1664",1,0,0,0
"1665","text1665",0,0,0,0
"1666","text1666",1,0,0,0
"1667","text1667",1,0,0,0
"1668","text1668",0,0,0,0
"1669","text1669",0,0,0,0
"1670","text1670",0,0,0,0
"1671","text1671",2,0,0,0
"1672","text1672",0,1,0,0
"1673","text1673",1,1,0,0
"1674","text1674",0,1,0,0
"1675","text1675",0,1,0,0
"1676","text1676",0,1,0,0
"1677","text1677",0,1,0,0
"1678","text1678",0,1,0,0
"1679","text1679",0,0,0,0
"1680","text1680",0,0,0,0
"1681","text1681",0,0,0,0
"1682","text1682",0,0,0,0
"1683","text1683",0,0,1,0
"1684","text1684",0,0,0,0
"1685","text1685",0,0,0,0
"1686","text1686",0,0,0,0
"1687","text1687",1,0,0,0
"1688","text1688",1,0,0,0
"1689","text1689",0,0,0,0
"1690","text1690",0,1,0,0
"1691","text1691",0,0,0,0
"1692","text1692",0,1,0,0
"1693","text1693",0,1,0,0
"1694","text1694",0,0,0,0
"1695","text1695",2,2,0,0
"1696","text1696",0,0,0,0
"1697","text1697",0,0,0,0
"1698","text1698",0,0,0,0
"1699","text1699",1,0,0,0
"1700","text1700",0,0,0,0
"1701","text1701",0,1,0,0
"1702","text1702",0,1,0,0
"1703","text1703",0,0,0,0
"1704","text1704",0,1,0,0
"1705","text1705",1,1,0,0
"1706","text1706",1,0,0,0
"1707","text1707",0,0,0,0
"1708","text1708",0,0,0,0
"1709","text1709",0,1,0,0
"1710","text1710",0,1,0,0
"1711","text1711",0,0,0,0
"1712","text1712",1,0,0,0
"1713","text1713",2,1,0,0
"1714","text1714",0,1,0,0
"1715","text1715",2,0,0,0
"1716","text1716",1,0,0,0
"1717","text1717",0,0,1,0
"1718","text1718",1,0,0,0
"1719","text1719",1,0,0,0
"1720","text1720",0,0,0,0
"1721","text1721",1,0,0,0
"1722","text1722",0,0,0,0
"1723","text1723",1,0,0,0
"1724","text1724",0,0,0,0
"1725","text1725",1,1,0,0
"1726","text1726",1,0,0,0
"1727","text1727",1,0,0,0
"1728","text1728",0,0,0,0
"1729","text1729",1,0,0,0
"1730","text1730",0,1,0,0
"1731","text1731",0,1,0,0
"1732","text1732",1,0,0,0
"1733","text1733",0,1,0,0
"1734","text1734",0,1,0,0
"1735","text1735",1,2,0,0
"1736","text1736",0,1,0,0
"1737","text1737",0,0,0,0
"1738","text1738",1,1,0,0
"1739","text1739",1,0,0,0
"1740","text1740",0,0,0,0
"1741","text1741",0,1,0,0
"1742","text1742",0,1,0,0
"1743","text1743",0,1,0,0
"1744","text1744",2,2,0,0
"1745","text1745",0,0,0,0
"1746","text1746",0,0,0,0
"1747","text1747",1,0,0,0
"1748","text1748",0,1,0,0
"1749","text1749",1,3,0,0
"1750","text1750",1,0,0,0
"1751","text1751",3,0,0,0
"1752","text1752",0,1,0,0
"1753","text1753",2,1,0,0
"1754","text1754",0,0,0,0
"1755","text1755",1,1,0,0
"1756","text1756",2,0,0,0
"1757","text1757",2,0,0,0
"1758","text1758",2,0,0,0
"1759","text1759",0,0,0,0
"1760","text1760",0,0,0,0
"1761","text1761",0,2,0,0
"1762","text1762",2,0,0,0
"1763","text1763",1,2,0,0
"1764","text1764",1,2,0,0
"1765","text1765",0,1,0,0
"1766","text1766",0,0,0,0
"1767","text1767",0,1,0,0
"1768","text1768",0,0,0,0
"1769","text1769",0,0,0,0
"1770","text1770",0,0,0,0
"1771","text1771",0,0,0,0
"1772","text1772",0,1,1,0
"1773","text1773",0,1,0,0
"1774","text1774",0,0,0,0
"1775","text1775",0,1,0,0
"1776","text1776",0,0,0,0
"1777","text1777",1,1,0,0
"1778","text1778",1,0,0,0
"1779","text1779",0,3,0,0
"1780","text1780",1,0,0,0
"1781","text1781",0,1,0,0
"1782","text1782",3,0,0,0
"1783","text1783",0,1,0,0
"1784","text1784",0,2,0,0
"1785","text1785",1,0,0,0
"1786","text1786",0,1,0,0
"1787","text1787",0,0,0,0
"1788","text1788",0,2,0,0
"1789","text1789",1,1,0,0
"1790","text1790",0,0,0,0
"1791","text1791",0,0,0,0
"1792","text1792",4,0,0,0
"1793","text1793",1,1,0,0
"1794","text1794",0,1,0,0
"1795","text1795",0,1,0,0
"1796","text1796",0,0,0,0
"1797","text1797",0,1,0,0
"1798","text1798",1,0,0,0
"1799","text1799",0,1,1,0
"1800","text1800",1,0,0,0
"1801","text1801",1,1,0,0
"1802","text1802",2,0,0,0
"1803","text1803",0,0,0,0
"1804","text1804",2,0,0,0
"1805","text1805",0,1,0,0
"1806","text1806",1,1,0,0
"1807","text1807",0,3,0,0
"1808","text1808",0,1,0,0
"1809","text1809",0,1,0,0
"1810","text1810",2,0,0,0
"1811","text1811",1,1,0,0
"1812","text1812",0,0,0,0
"1813","text1813",0,0,0,0
"1814","text1814",1,2,0,0
